time,V
2389.35,2.82E-01
2389.86,2.82E-01
2390.37,2.82E-01
2390.88,2.82E-01
2391.39,2.82E-01
2391.9,2.82E-01
2392.41,2.82E-01
2392.92,2.82E-01
2393.43,2.82E-01
2393.94,2.82E-01
2394.45,2.82E-01
2394.96,2.82E-01
2395.47,2.82E-01
2395.98,2.82E-01
2396.49,2.82E-01
2397,2.82E-01
2397.51,2.82E-01
2398.02,2.82E-01
2398.53,2.82E-01
2399.04,2.82E-01
2399.55,2.82E-01
2400.06,2.82E-01
2400.57,2.82E-01
2401.08,2.82E-01
2401.59,2.82E-01
2402.1,2.82E-01
2402.61,2.82E-01
2403.12,2.82E-01
2403.63,2.82E-01
2404.14,2.81E-01
2404.65,2.81E-01
2405.16,2.81E-01
2405.67,2.81E-01
2406.18,2.81E-01
2406.69,2.81E-01
2407.2,2.81E-01
2407.71,2.81E-01
2408.22,2.81E-01
2408.73,2.81E-01
2409.24,2.81E-01
2409.75,2.81E-01
2410.26,2.81E-01
2410.77,2.81E-01
2411.28,2.81E-01
2411.79,2.81E-01
2412.3,2.81E-01
2412.81,2.81E-01
2413.32,2.81E-01
2413.83,2.81E-01
2414.34,2.81E-01
2414.85,2.81E-01
2415.36,2.81E-01
2415.87,2.81E-01
2416.38,2.81E-01
2416.89,2.81E-01
2417.4,2.81E-01
2417.91,2.81E-01
2418.42,2.81E-01
2418.93,2.81E-01
2419.44,2.81E-01
2419.95,2.81E-01
2420.46,2.81E-01
2420.97,2.81E-01
2421.48,2.81E-01
2421.99,2.81E-01
2422.5,2.81E-01
2423.01,2.81E-01
2423.52,2.81E-01
2424.03,2.81E-01
2424.54,2.81E-01
2425.05,2.81E-01
2425.56,2.81E-01
2426.07,2.81E-01
2426.58,2.81E-01
2427.09,2.80E-01
2427.6,2.80E-01
2428.11,2.80E-01
2428.62,2.80E-01
2429.13,2.80E-01
2429.64,2.80E-01
2430.15,2.80E-01
2430.66,2.80E-01
2431.17,2.80E-01
2431.68,2.80E-01
2432.19,2.80E-01
2432.7,2.80E-01
2433.21,2.80E-01
2433.72,2.80E-01
2434.23,2.80E-01
2434.74,2.80E-01
2435.25,2.80E-01
2435.76,2.80E-01
2436.27,2.80E-01
2436.78,2.80E-01
2437.29,2.80E-01
2437.8,2.80E-01
2438.31,2.80E-01
2438.82,2.80E-01
2439.33,2.80E-01
2439.84,2.80E-01
2440.35,2.80E-01
2440.86,2.80E-01
2441.37,2.80E-01
2441.88,2.80E-01
2442.39,2.80E-01
2442.9,2.80E-01
2443.41,2.80E-01
2443.92,2.80E-01
2444.43,2.80E-01
2444.94,2.80E-01
2445.45,2.80E-01
2445.96,2.80E-01
2446.47,2.80E-01
2446.98,2.79E-01
2447.49,2.79E-01
2448,2.79E-01
2448.51,2.79E-01
2449.02,2.79E-01
2449.53,2.79E-01
2450.04,2.79E-01
2450.55,2.79E-01
2451.06,2.79E-01
2451.57,2.79E-01
2452.08,2.79E-01
2452.59,2.79E-01
2453.1,2.79E-01
2453.61,2.79E-01
2454.12,2.79E-01
2454.63,2.79E-01
2455.14,2.79E-01
2455.65,2.79E-01
2456.16,2.79E-01
2456.67,2.79E-01
2457.18,2.79E-01
2457.69,2.79E-01
2458.2,2.79E-01
2458.71,2.79E-01
2459.22,2.79E-01
2459.73,2.79E-01
2460.24,2.79E-01
2460.75,2.79E-01
2461.26,2.79E-01
2461.77,2.79E-01
2462.28,2.79E-01
2462.79,2.79E-01
2463.3,2.79E-01
2463.81,2.79E-01
2464.32,2.79E-01
2464.83,2.79E-01
2465.34,2.79E-01
2465.85,2.79E-01
2466.36,2.79E-01
2466.87,2.78E-01
2467.38,2.78E-01
2467.89,2.78E-01
2468.4,2.78E-01
2468.91,2.78E-01
2469.42,2.78E-01
2469.93,2.78E-01
2470.44,2.78E-01
2470.95,2.78E-01
2471.46,2.78E-01
2471.97,2.78E-01
2472.48,2.78E-01
2472.99,2.78E-01
2473.5,2.78E-01
2474.01,2.78E-01
2474.52,2.78E-01
2475.03,2.78E-01
2475.54,2.78E-01
2476.05,2.78E-01
2476.56,2.78E-01
2477.07,2.78E-01
2477.58,2.78E-01
2478.09,2.78E-01
2478.6,2.78E-01
2479.11,2.78E-01
2479.62,2.78E-01
2480.13,2.78E-01
2480.64,2.78E-01
2481.15,2.78E-01
2481.66,2.78E-01
2482.17,2.78E-01
2482.68,2.78E-01
2483.19,2.78E-01
2483.7,2.78E-01
2484.21,2.78E-01
2484.72,2.78E-01
2485.23,2.78E-01
2485.74,2.78E-01
2486.25,2.78E-01
2486.76,2.78E-01
2487.27,2.78E-01
2487.78,2.78E-01
2488.29,2.78E-01
2488.8,2.77E-01
2489.31,2.77E-01
2489.82,2.77E-01
2490.33,2.77E-01
2490.84,2.77E-01
2491.35,2.77E-01
2491.86,2.77E-01
2492.37,2.77E-01
2492.88,2.77E-01
2493.39,2.77E-01
2493.9,2.77E-01
2494.41,2.77E-01
2494.92,2.77E-01
2495.43,2.77E-01
2495.94,2.77E-01
2496.45,2.77E-01
2496.96,2.77E-01
2497.47,2.77E-01
2497.98,2.77E-01
2498.49,2.77E-01
2499,2.77E-01
2499.51,2.77E-01
2500.02,2.77E-01
2500.53,2.77E-01
2501.04,2.77E-01
2501.55,2.77E-01
2502.06,2.77E-01
2502.57,2.77E-01
2503.08,2.77E-01
2503.59,2.77E-01
2504.1,2.77E-01
2504.61,2.77E-01
2505.12,2.77E-01
2505.63,2.77E-01
2506.14,2.77E-01
2506.65,2.77E-01
2507.16,2.77E-01
2507.67,2.77E-01
2508.18,2.77E-01
2508.69,2.77E-01
2509.2,2.77E-01
2509.71,2.77E-01
2510.22,2.77E-01
2510.73,2.77E-01
2511.24,2.77E-01
2511.75,2.77E-01
2512.26,2.76E-01
2512.77,2.76E-01
2513.28,2.76E-01
2513.79,2.76E-01
2514.3,2.76E-01
2514.81,2.76E-01
2515.32,2.76E-01
2515.83,2.76E-01
2516.34,2.76E-01
2516.85,2.76E-01
2517.36,2.76E-01
2517.87,2.76E-01
2518.38,2.76E-01
2518.89,2.76E-01
2519.4,2.76E-01
2519.91,2.76E-01
2520.42,2.76E-01
2520.93,2.76E-01
2521.44,2.76E-01
2521.95,2.76E-01
2522.46,2.76E-01
2522.97,2.76E-01
2523.48,2.76E-01
2523.99,2.76E-01
2524.5,2.76E-01
2525.01,2.76E-01
2525.52,2.76E-01
2526.03,2.76E-01
2526.54,2.76E-01
2527.05,2.76E-01
2527.56,2.76E-01
2528.07,2.76E-01
2528.58,2.76E-01
2529.09,2.76E-01
2529.6,2.76E-01
2530.11,2.76E-01
2530.62,2.76E-01
2531.13,2.76E-01
2531.64,2.76E-01
2532.15,2.76E-01
2532.66,2.76E-01
2533.17,2.75E-01
2533.68,2.75E-01
2534.19,2.75E-01
2534.7,2.75E-01
2535.21,2.75E-01
2535.72,2.75E-01
2536.23,2.75E-01
2536.74,2.75E-01
2537.25,2.75E-01
2537.76,2.75E-01
2538.27,2.75E-01
2538.78,2.75E-01
2539.29,2.75E-01
2539.8,2.75E-01
2540.31,2.75E-01
2540.82,2.75E-01
2541.33,2.75E-01
2541.84,2.75E-01
2542.35,2.75E-01
2542.86,2.75E-01
2543.37,2.75E-01
2543.88,2.75E-01
2544.39,2.75E-01
2544.9,2.75E-01
2545.41,2.75E-01
2545.92,2.75E-01
2546.43,2.75E-01
2546.94,2.75E-01
2547.45,2.75E-01
2547.96,2.75E-01
2548.47,2.75E-01
2548.98,2.75E-01
2549.49,2.75E-01
2550,2.75E-01
2550.51,2.75E-01
2551.02,2.75E-01
2551.53,2.75E-01
2552.04,2.75E-01
2552.55,2.75E-01
2553.06,2.75E-01
2553.57,2.75E-01
2554.08,2.75E-01
2554.59,2.74E-01
2555.1,2.74E-01
2555.61,2.74E-01
2556.12,2.74E-01
2556.63,2.74E-01
2557.14,2.74E-01
2557.65,2.74E-01
2558.16,2.74E-01
2558.67,2.74E-01
2559.18,2.74E-01
2559.69,2.74E-01
2560.2,2.74E-01
2560.71,2.74E-01
2561.22,2.74E-01
2561.73,2.74E-01
2562.24,2.74E-01
2562.75,2.74E-01
2563.26,2.74E-01
2563.77,2.74E-01
2564.28,2.74E-01
2564.79,2.74E-01
2565.3,2.74E-01
2565.81,2.74E-01
2566.32,2.74E-01
2566.83,2.74E-01
2567.34,2.74E-01
2567.85,2.74E-01
2568.36,2.74E-01
2568.87,2.74E-01
2569.38,2.74E-01
2569.89,2.74E-01
2570.4,2.74E-01
2570.91,2.74E-01
2571.42,2.74E-01
2571.93,2.74E-01
2572.44,2.74E-01
2572.95,2.74E-01
2573.46,2.74E-01
2573.97,2.74E-01
2574.48,2.74E-01
2574.99,2.74E-01
2575.5,2.74E-01
2576.01,2.73E-01
2576.52,2.73E-01
2577.03,2.73E-01
2577.54,2.73E-01
2578.05,2.73E-01
2578.56,2.73E-01
2579.07,2.73E-01
2579.58,2.73E-01
2580.09,2.73E-01
2580.6,2.73E-01
2581.11,2.73E-01
2581.62,2.73E-01
2582.13,2.73E-01
2582.64,2.73E-01
2583.15,2.73E-01
2583.66,2.73E-01
2584.17,2.73E-01
2584.68,2.73E-01
2585.19,2.73E-01
2585.7,2.73E-01
2586.21,2.73E-01
2586.72,2.73E-01
2587.23,2.73E-01
2587.74,2.73E-01
2588.25,2.73E-01
2588.76,2.73E-01
2589.27,2.73E-01
2589.78,2.73E-01
2590.29,2.73E-01
2590.8,2.73E-01
2591.31,2.73E-01
2591.82,2.73E-01
2592.33,2.73E-01
2592.84,2.73E-01
2593.35,2.73E-01
2593.86,2.73E-01
2594.37,2.73E-01
2594.88,2.73E-01
2595.39,2.73E-01
2595.9,2.73E-01
2596.41,2.73E-01
2596.92,2.73E-01
2597.43,2.73E-01
2597.94,2.73E-01
2598.45,2.73E-01
2598.96,2.73E-01
2599.47,2.73E-01
2599.98,2.73E-01
2600.49,2.73E-01
2601,2.72E-01
2601.51,2.72E-01
2602.02,2.72E-01
2602.53,2.72E-01
2603.04,2.72E-01
2603.55,2.72E-01
2604.06,2.72E-01
2604.57,2.72E-01
2605.08,2.72E-01
2605.59,2.72E-01
2606.1,2.72E-01
2606.61,2.72E-01
2607.12,2.72E-01
2607.63,2.72E-01
2608.14,2.72E-01
2608.65,2.72E-01
2609.16,2.72E-01
2609.67,2.72E-01
2610.18,2.72E-01
2610.69,2.72E-01
2611.2,2.72E-01
2611.71,2.72E-01
2612.22,2.72E-01
2612.73,2.72E-01
2613.24,2.72E-01
2613.75,2.72E-01
2614.26,2.72E-01
2614.77,2.72E-01
2615.28,2.72E-01
2615.79,2.72E-01
2616.3,2.72E-01
2616.81,2.72E-01
2617.32,2.72E-01
2617.83,2.72E-01
2618.34,2.72E-01
2618.85,2.72E-01
2619.36,2.72E-01
2619.87,2.72E-01
2620.38,2.72E-01
2620.89,2.72E-01
2621.4,2.72E-01
2621.91,2.72E-01
2622.42,2.71E-01
2622.93,2.71E-01
2623.44,2.71E-01
2623.95,2.71E-01
2624.46,2.71E-01
2624.97,2.71E-01
2625.48,2.71E-01
2625.99,2.71E-01
2626.5,2.71E-01
2627.01,2.71E-01
2627.52,2.71E-01
2628.03,2.71E-01
2628.54,2.71E-01
2629.05,2.71E-01
2629.56,2.71E-01
2630.07,2.71E-01
2630.58,2.71E-01
2631.09,2.71E-01
2631.6,2.71E-01
2632.11,2.71E-01
2632.62,2.71E-01
2633.13,2.71E-01
2633.64,2.71E-01
2634.15,2.71E-01
2634.66,2.71E-01
2635.17,2.71E-01
2635.68,2.71E-01
2636.19,2.71E-01
2636.7,2.71E-01
2637.21,2.71E-01
2637.72,2.71E-01
2638.23,2.71E-01
2638.74,2.71E-01
2639.25,2.71E-01
2639.76,2.71E-01
2640.27,2.71E-01
2640.78,2.71E-01
2641.29,2.71E-01
2641.8,2.71E-01
2642.31,2.71E-01
2642.82,2.70E-01
2643.33,2.70E-01
2643.84,2.70E-01
2644.35,2.70E-01
2644.86,2.70E-01
2645.37,2.70E-01
2645.88,2.70E-01
2646.39,2.70E-01
2646.9,2.70E-01
2647.41,2.70E-01
2647.92,2.70E-01
2648.43,2.70E-01
2648.94,2.70E-01
2649.45,2.70E-01
2649.96,2.70E-01
2650.47,2.70E-01
2650.98,2.70E-01
2651.49,2.70E-01
2652,2.70E-01
2652.51,2.70E-01
2653.02,2.70E-01
2653.53,2.70E-01
2654.04,2.70E-01
2654.55,2.70E-01
2655.06,2.70E-01
2655.57,2.70E-01
2656.08,2.70E-01
2656.59,2.70E-01
2657.1,2.70E-01
2657.61,2.70E-01
2658.12,2.70E-01
2658.63,2.70E-01
2659.14,2.70E-01
2659.65,2.70E-01
2660.16,2.70E-01
2660.67,2.70E-01
2661.18,2.70E-01
2661.69,2.70E-01
2662.2,2.70E-01
2662.71,2.70E-01
2663.22,2.70E-01
2663.73,2.70E-01
2664.24,2.70E-01
2664.75,2.70E-01
2665.26,2.70E-01
2665.77,2.70E-01
2666.28,2.69E-01
2666.79,2.69E-01
2667.3,2.69E-01
2667.81,2.69E-01
2668.32,2.69E-01
2668.83,2.69E-01
2669.34,2.69E-01
2669.85,2.69E-01
2670.36,2.69E-01
2670.87,2.69E-01
2671.38,2.69E-01
2671.89,2.69E-01
2672.4,2.69E-01
2672.91,2.69E-01
2673.42,2.69E-01
2673.93,2.69E-01
2674.44,2.69E-01
2674.95,2.69E-01
2675.46,2.69E-01
2675.97,2.69E-01
2676.48,2.69E-01
2676.99,2.69E-01
2677.5,2.69E-01
2678.01,2.69E-01
2678.52,2.69E-01
2679.03,2.69E-01
2679.54,2.69E-01
2680.05,2.69E-01
2680.56,2.69E-01
2681.07,2.69E-01
2681.58,2.69E-01
2682.09,2.69E-01
2682.6,2.69E-01
2683.11,2.69E-01
2683.62,2.69E-01
2684.13,2.69E-01
2684.64,2.69E-01
2685.15,2.69E-01
2685.66,2.69E-01
2686.17,2.69E-01
2686.68,2.69E-01
2687.19,2.69E-01
2687.7,2.69E-01
2688.21,2.69E-01
2688.72,2.69E-01
2689.23,2.69E-01
2689.74,2.69E-01
2690.25,2.69E-01
2690.76,2.69E-01
2691.27,2.68E-01
2691.78,2.68E-01
2692.29,2.68E-01
2692.8,2.68E-01
2693.31,2.68E-01
2693.82,2.68E-01
2694.33,2.68E-01
2694.84,2.68E-01
2695.35,2.68E-01
2695.86,2.68E-01
2696.37,2.68E-01
2696.88,2.68E-01
2697.39,2.68E-01
2697.9,2.68E-01
2698.41,2.68E-01
2698.92,2.68E-01
2699.43,2.68E-01
2699.94,2.68E-01
2700.45,2.68E-01
2700.96,2.68E-01
2701.47,2.68E-01
2701.98,2.68E-01
2702.49,2.68E-01
2703,2.68E-01
2703.51,2.68E-01
2704.02,2.68E-01
2704.53,2.68E-01
2705.04,2.68E-01
2705.55,2.68E-01
2706.06,2.68E-01
2706.57,2.68E-01
2707.08,2.68E-01
2707.59,2.68E-01
2708.1,2.68E-01
2708.61,2.68E-01
2709.12,2.68E-01
2709.63,2.68E-01
2710.14,2.68E-01
2710.65,2.68E-01
2711.16,2.68E-01
2711.67,2.68E-01
2712.18,2.68E-01
2712.69,2.68E-01
2713.2,2.68E-01
2713.71,2.68E-01
2714.22,2.67E-01
2714.73,2.67E-01
2715.24,2.67E-01
2715.75,2.67E-01
2716.26,2.67E-01
2716.77,2.67E-01
2717.28,2.67E-01
2717.79,2.67E-01
2718.3,2.67E-01
2718.81,2.67E-01
2719.32,2.67E-01
2719.83,2.67E-01
2720.34,2.67E-01
2720.85,2.67E-01
2721.36,2.67E-01
2721.87,2.67E-01
2722.38,2.67E-01
2722.89,2.67E-01
2723.4,2.67E-01
2723.91,2.67E-01
2724.42,2.67E-01
2724.93,2.67E-01
2725.44,2.67E-01
2725.95,2.67E-01
2726.46,2.67E-01
2726.97,2.67E-01
2727.48,2.67E-01
2727.99,2.67E-01
2728.5,2.67E-01
2729.01,2.67E-01
2729.52,2.67E-01
2730.03,2.67E-01
2730.54,2.67E-01
2731.05,2.67E-01
2731.56,2.67E-01
2732.07,2.67E-01
2732.58,2.67E-01
2733.09,2.67E-01
2733.6,2.67E-01
2734.11,2.67E-01
2734.62,2.67E-01
2735.13,2.67E-01
2735.64,2.67E-01
2736.15,2.67E-01
2736.66,2.67E-01
2737.17,2.67E-01
2737.68,2.66E-01
2738.19,2.66E-01
2738.7,2.66E-01
2739.21,2.66E-01
2739.72,2.66E-01
2740.23,2.66E-01
2740.74,2.66E-01
2741.25,2.66E-01
2741.76,2.66E-01
2742.27,2.66E-01
2742.78,2.66E-01
2743.29,2.66E-01
2743.8,2.66E-01
2744.31,2.66E-01
2744.82,2.66E-01
2745.33,2.66E-01
2745.84,2.66E-01
2746.35,2.66E-01
2746.86,2.66E-01
2747.37,2.66E-01
2747.88,2.66E-01
2748.39,2.66E-01
2748.9,2.66E-01
2749.41,2.66E-01
2749.92,2.66E-01
2750.43,2.66E-01
2750.94,2.66E-01
2751.45,2.66E-01
2751.96,2.66E-01
2752.47,2.66E-01
2752.98,2.66E-01
2753.49,2.66E-01
2754,2.66E-01
2754.51,2.66E-01
2755.02,2.66E-01
2755.53,2.66E-01
2756.04,2.66E-01
2756.55,2.66E-01
2757.06,2.66E-01
2757.57,2.66E-01
2758.08,2.66E-01
2758.59,2.66E-01
2759.1,2.66E-01
2759.61,2.66E-01
2760.12,2.66E-01
2760.63,2.65E-01
2761.14,2.65E-01
2761.65,2.65E-01
2762.16,2.65E-01
2762.67,2.65E-01
2763.18,2.65E-01
2763.69,2.65E-01
2764.2,2.65E-01
2764.71,2.65E-01
2765.22,2.65E-01
2765.73,2.65E-01
2766.24,2.65E-01
2766.75,2.65E-01
2767.26,2.65E-01
2767.77,2.65E-01
2768.28,2.65E-01
2768.79,2.65E-01
2769.3,2.65E-01
2769.81,2.65E-01
2770.32,2.65E-01
2770.83,2.65E-01
2771.34,2.65E-01
2771.85,2.65E-01
2772.36,2.65E-01
2772.87,2.65E-01
2773.38,2.65E-01
2773.89,2.65E-01
2774.4,2.65E-01
2774.91,2.65E-01
2775.42,2.65E-01
2775.93,2.65E-01
2776.44,2.65E-01
2776.95,2.65E-01
2777.46,2.65E-01
2777.97,2.65E-01
2778.48,2.65E-01
2778.99,2.65E-01
2779.5,2.65E-01
2780.01,2.65E-01
2780.52,2.65E-01
2781.03,2.65E-01
2781.54,2.65E-01
2782.05,2.65E-01
2782.56,2.65E-01
2783.07,2.65E-01
2783.58,2.65E-01
2784.09,2.65E-01
2784.6,2.65E-01
2785.11,2.65E-01
2785.62,2.65E-01
2786.13,2.64E-01
2786.64,2.64E-01
2787.15,2.64E-01
2787.66,2.64E-01
2788.17,2.64E-01
2788.68,2.64E-01
2789.19,2.64E-01
2789.7,2.64E-01
2790.21,2.64E-01
2790.72,2.64E-01
2791.23,2.64E-01
2791.74,2.64E-01
2792.25,2.64E-01
2792.76,2.64E-01
2793.27,2.64E-01
2793.78,2.64E-01
2794.29,2.64E-01
2794.8,2.64E-01
2795.31,2.64E-01
2795.82,2.64E-01
2796.33,2.64E-01
2796.84,2.64E-01
2797.35,2.64E-01
2797.86,2.64E-01
2798.37,2.64E-01
2798.88,2.64E-01
2799.39,2.64E-01
2799.9,2.64E-01
2800.41,2.64E-01
2800.92,2.64E-01
2801.43,2.64E-01
2801.94,2.64E-01
2802.45,2.64E-01
2802.96,2.64E-01
2803.47,2.64E-01
2803.98,2.64E-01
2804.49,2.64E-01
2805,2.64E-01
2805.51,2.64E-01
2806.02,2.64E-01
2806.53,2.64E-01
2807.04,2.64E-01
2807.55,2.64E-01
2808.06,2.64E-01
2808.57,2.64E-01
2809.08,2.63E-01
2809.59,2.63E-01
2810.1,2.63E-01
2810.61,2.63E-01
2811.12,2.63E-01
2811.63,2.63E-01
2812.14,2.63E-01
2812.65,2.63E-01
2813.16,2.63E-01
2813.67,2.63E-01
2814.18,2.63E-01
2814.69,2.63E-01
2815.2,2.63E-01
2815.71,2.63E-01
2816.22,2.63E-01
2816.73,2.63E-01
2817.24,2.63E-01
2817.75,2.63E-01
2818.26,2.63E-01
2818.77,2.63E-01
2819.28,2.63E-01
2819.79,2.63E-01
2820.3,2.63E-01
2820.81,2.63E-01
2821.32,2.63E-01
2821.83,2.63E-01
2822.34,2.63E-01
2822.85,2.63E-01
2823.36,2.63E-01
2823.87,2.63E-01
2824.38,2.63E-01
2824.89,2.63E-01
2825.4,2.63E-01
2825.91,2.63E-01
2826.42,2.63E-01
2826.93,2.63E-01
2827.44,2.63E-01
2827.95,2.63E-01
2828.46,2.63E-01
2828.97,2.63E-01
2829.48,2.63E-01
2829.99,2.63E-01
2830.5,2.63E-01
2831.01,2.63E-01
2831.52,2.63E-01
2832.03,2.63E-01
2832.54,2.62E-01
2833.05,2.62E-01
2833.56,2.62E-01
2834.07,2.62E-01
2834.58,2.62E-01
2835.09,2.62E-01
2835.6,2.62E-01
2836.11,2.62E-01
2836.62,2.62E-01
2837.13,2.62E-01
2837.64,2.62E-01
2838.15,2.62E-01
2838.66,2.62E-01
2839.17,2.62E-01
2839.68,2.62E-01
2840.19,2.62E-01
2840.7,2.62E-01
2841.21,2.62E-01
2841.72,2.62E-01
2842.23,2.62E-01
2842.74,2.62E-01
2843.25,2.62E-01
2843.76,2.62E-01
2844.27,2.62E-01
2844.78,2.62E-01
2845.29,2.62E-01
2845.8,2.62E-01
2846.31,2.62E-01
2846.82,2.62E-01
2847.33,2.62E-01
2847.84,2.62E-01
2848.35,2.62E-01
2848.86,2.62E-01
2849.37,2.62E-01
2849.88,2.62E-01
2850.39,2.62E-01
2850.9,2.62E-01
2851.41,2.62E-01
2851.92,2.62E-01
2852.43,2.62E-01
2852.94,2.62E-01
2853.45,2.62E-01
2853.96,2.62E-01
2854.47,2.62E-01
2854.98,2.62E-01
2855.49,2.62E-01
2856,2.62E-01
2856.51,2.61E-01
2857.02,2.61E-01
2857.53,2.61E-01
2858.04,2.61E-01
2858.55,2.61E-01
2859.06,2.61E-01
2859.57,2.61E-01
2860.08,2.61E-01
2860.59,2.61E-01
2861.1,2.61E-01
2861.61,2.61E-01
2862.12,2.61E-01
2862.63,2.61E-01
2863.14,2.61E-01
2863.65,2.61E-01
2864.16,2.61E-01
2864.67,2.61E-01
2865.18,2.61E-01
2865.69,2.61E-01
2866.2,2.61E-01
2866.71,2.61E-01
2867.22,2.61E-01
2867.73,2.61E-01
2868.24,2.61E-01
2868.75,2.61E-01
2869.26,2.61E-01
2869.77,2.61E-01
2870.28,2.61E-01
2870.79,2.61E-01
2871.3,2.61E-01
2871.81,2.61E-01
2872.32,2.61E-01
2872.83,2.61E-01
2873.34,2.61E-01
2873.85,2.61E-01
2874.36,2.61E-01
2874.87,2.61E-01
2875.38,2.61E-01
2875.89,2.61E-01
2876.4,2.61E-01
2876.91,2.61E-01
2877.42,2.61E-01
2877.93,2.61E-01
2878.44,2.61E-01
2878.95,2.61E-01
2879.46,2.61E-01
2879.97,2.61E-01
2880.48,2.61E-01
2880.99,2.61E-01
2881.5,2.61E-01
2882.01,2.61E-01
2882.52,2.61E-01
2883.03,2.60E-01
2883.54,2.60E-01
2884.05,2.60E-01
2884.56,2.60E-01
2885.07,2.60E-01
2885.58,2.60E-01
2886.09,2.60E-01
2886.6,2.60E-01
2887.11,2.60E-01
2887.62,2.60E-01
2888.13,2.60E-01
2888.64,2.60E-01
2889.15,2.60E-01
2889.66,2.60E-01
2890.17,2.60E-01
2890.68,2.60E-01
2891.19,2.60E-01
2891.7,2.60E-01
2892.21,2.60E-01
2892.72,2.60E-01
2893.23,2.60E-01
2893.74,2.60E-01
2894.25,2.60E-01
2894.76,2.60E-01
2895.27,2.60E-01
2895.78,2.60E-01
2896.29,2.60E-01
2896.8,2.60E-01
2897.31,2.60E-01
2897.82,2.60E-01
2898.33,2.60E-01
2898.84,2.60E-01
2899.35,2.60E-01
2899.86,2.60E-01
2900.37,2.60E-01
2900.88,2.60E-01
2901.39,2.60E-01
2901.9,2.60E-01
2902.41,2.60E-01
2902.92,2.60E-01
2903.43,2.60E-01
2903.94,2.60E-01
2904.45,2.60E-01
2904.96,2.60E-01
2905.47,2.60E-01
2905.98,2.60E-01
2906.49,2.59E-01
2907,2.59E-01
2907.51,2.59E-01
2908.02,2.59E-01
2908.53,2.59E-01
2909.04,2.59E-01
2909.55,2.59E-01
2910.06,2.59E-01
2910.57,2.59E-01
2911.08,2.59E-01
2911.59,2.59E-01
2912.1,2.59E-01
2912.61,2.59E-01
2913.12,2.59E-01
2913.63,2.59E-01
2914.14,2.59E-01
2914.65,2.59E-01
2915.16,2.59E-01
2915.67,2.59E-01
2916.18,2.59E-01
2916.69,2.59E-01
2917.2,2.59E-01
2917.71,2.59E-01
2918.22,2.59E-01
2918.73,2.59E-01
2919.24,2.59E-01
2919.75,2.59E-01
2920.26,2.59E-01
2920.77,2.59E-01
2921.28,2.59E-01
2921.79,2.59E-01
2922.3,2.59E-01
2922.81,2.59E-01
2923.32,2.59E-01
2923.83,2.59E-01
2924.34,2.59E-01
2924.85,2.59E-01
2925.36,2.59E-01
2925.87,2.59E-01
2926.38,2.59E-01
2926.89,2.59E-01
2927.4,2.59E-01
2927.91,2.59E-01
2928.42,2.59E-01
2928.93,2.59E-01
2929.44,2.59E-01
2929.95,2.59E-01
2930.46,2.59E-01
2930.97,2.58E-01
2931.48,2.58E-01
2931.99,2.58E-01
2932.5,2.58E-01
2933.01,2.58E-01
2933.52,2.58E-01
2934.03,2.58E-01
2934.54,2.58E-01
2935.05,2.58E-01
2935.56,2.58E-01
2936.07,2.58E-01
2936.58,2.58E-01
2937.09,2.58E-01
2937.6,2.58E-01
2938.11,2.58E-01
2938.62,2.58E-01
2939.13,2.58E-01
2939.64,2.58E-01
2940.15,2.58E-01
2940.66,2.58E-01
2941.17,2.58E-01
2941.68,2.58E-01
2942.19,2.58E-01
2942.7,2.58E-01
2943.21,2.58E-01
2943.72,2.58E-01
2944.23,2.58E-01
2944.74,2.58E-01
2945.25,2.58E-01
2945.76,2.58E-01
2946.27,2.58E-01
2946.78,2.58E-01
2947.29,2.58E-01
2947.8,2.58E-01
2948.31,2.58E-01
2948.82,2.58E-01
2949.33,2.58E-01
2949.84,2.58E-01
2950.35,2.58E-01
2950.86,2.58E-01
2951.37,2.58E-01
2951.88,2.58E-01
2952.39,2.58E-01
2952.9,2.58E-01
2953.41,2.58E-01
2953.92,2.58E-01
2954.43,2.58E-01
2954.94,2.58E-01
2955.45,2.58E-01
2955.96,2.57E-01
2956.47,2.57E-01
2956.98,2.57E-01
2957.49,2.57E-01
2958,2.57E-01
2958.51,2.57E-01
2959.02,2.57E-01
2959.53,2.57E-01
2960.04,2.57E-01
2960.55,2.57E-01
2961.06,2.57E-01
2961.57,2.57E-01
2962.08,2.57E-01
2962.59,2.57E-01
2963.1,2.57E-01
2963.61,2.57E-01
2964.12,2.57E-01
2964.63,2.57E-01
2965.14,2.57E-01
2965.65,2.57E-01
2966.16,2.57E-01
2966.67,2.57E-01
2967.18,2.57E-01
2967.69,2.57E-01
2968.2,2.57E-01
2968.71,2.57E-01
2969.22,2.57E-01
2969.73,2.57E-01
2970.24,2.57E-01
2970.75,2.57E-01
2971.26,2.57E-01
2971.77,2.57E-01
2972.28,2.57E-01
2972.79,2.57E-01
2973.3,2.57E-01
2973.81,2.57E-01
2974.32,2.57E-01
2974.83,2.57E-01
2975.34,2.57E-01
2975.85,2.57E-01
2976.36,2.57E-01
2976.87,2.57E-01
2977.38,2.57E-01
2977.89,2.57E-01
2978.4,2.57E-01
2978.91,2.57E-01
2979.42,2.57E-01
2979.93,2.57E-01
2980.44,2.57E-01
2980.95,2.57E-01
2981.46,2.57E-01
2981.97,2.57E-01
2982.48,2.57E-01
2982.99,2.57E-01
2983.5,2.57E-01
2984.01,2.56E-01
2984.52,2.56E-01
