0.95385868,0.992668401
1.923848333,0.990256914
2.872778954,0.988212032
4.059828635,0.98598338
5.37549463,0.98404407
7.082184424,0.981732118
9.330586652,0.979611824
12.29374791,0.976581156
16.19866147,0.97302343
21.07650019,0.970445884
43.07823461,0.959011445
64.35525303,0.95169598
90.16004469,0.946962812
120.4685567,0.942832408
158.7442622,0.938476109
209.1889404,0.933677172
275.6417039,0.929811425
363.2340783,0.924986021
478.5931093,0.921833513
630.7031435,0.916550869
831.1071072,0.911986941
1095.126312,0.908093814
1431.106327,0.903479796
1905.355118,0.898670681
2505.491574,0.896222776
3301.617192,0.891610934
4350.287932,0.888149037
5732.29801,0.884160081
7553.234062,0.880349093
9952.549444,0.876613399
13113.284,0.873534817
17278.36931,0.87007292
22767.12539,0.866227708
30001.06415,0.861759608
39529.94177,0.858345625
52087.75839,0.854390894
68657.14951,0.846630392
80822.0806,0.843001372
